"id_skill","Skill","description"
"670122f0-4a2c-4e9a-9150-6f29b8255ac4","remove mixture excess","Remove the extra mixture on top of the mould by using a wire."
"6709e92c-7546-46a4-aa57-5e951bd4cb0f","building automation","Type of automatic control system where through a Building Managements System or Building Automation System (BAS) the control of a building's ventilation, humidity, heating, lighting and other systems is being automated at centralized location and monitored through electronic systems. Can be set to optimize energy consumption.  "
"670c79e9-aa33-41ae-9858-573ade0adb89","interview focus groups","Interview a group of people about their perceptions, opinions, principles, beliefs, and attitudes towards a concept, system, product or idea in an interactive group setting where the participants can talk freely amongst themselves."
"670ebf56-761c-4d3d-865a-db14085b77f7","apply procedures and regulations for eco-labelling","Identify, select and apply procedures and regulations to verify the compliance of specific requirements of EU eco-labelling.  "
"670f8eea-f25b-4c3f-97ef-a4729d4c63d6","smart contract","A software program in which the terms of a contract or transaction are directly coded. Smart contracts are executed automatically upon fulfilment of the terms and therefore require no third party to oversee and register the contract or transaction."
"67113efa-8a93-4aaa-a34c-056cedf1a1e8","maintain game equipment","Repair game equipment, buildings and game pens. Clean guns after use."
"67117c88-c855-4fab-98c5-e322e838969f","organise on-site amenities","Ensure that necessary daily amenities for visitors, vendors, expositors, and public in general are given and functioning properly. Ensure provision of reception, parking, toilets, catering, and accommodation amenities."
"6717f75b-1c16-4e5f-80c2-b7c02280f87f","select materials for orthodontic appliances","Determine the appropriate materials for removable or permanent orthodontic appliances, paying attention to design and function as specified by prescription."
"671fa6d0-5052-493b-8476-c4ef43bb96bc","determine production capacity","Determine how many parts or tools can be manufactured by one machine during one production cycle."
"6735ab07-325e-442f-aac9-5256cae5c305","ensure the positioning of the patient for surgery","Create conditions for the most advantageous positioning of the patient in preparation for surgery, working from the surgeon`s indications, making sure the patient is safe and comfortable."
"6742977a-aa00-4c8c-9861-898b0373907e","advise on sustainable management policies","Contribute to planning and policy development for sustainable management, including input in environmental impact assessments."
"6749ae71-5ab9-48f8-9877-06cee9df90e7","give out grants","Handle grants given out by an organisation, company or the government. Give the appropriate grants to the grant recipient while instructing him or her about the process and responsibilities linked to it."
"674e8dd7-bb77-407c-8f77-c2dda956aa54","prescribe healthcare products","Prescribe healthcare products, when indicated, for therapeutic effectiveness, appropriate to the client`s needs and in accordance with evidence-based practice, national and practice protocols and within scope of practice."
"675d8bf3-6daa-46fa-9762-7238ab38c65d","family therapy","The type of counseling that is applied to families and couples in order to improve their intimate relationships, communication and resolve conflicts."
"6765ef81-a55a-412c-a435-c4377b7b8099","select aquaculture equipment","Determine aquaculture equipment in accordance with the needs of the company."
"6766e2e3-425b-4c6b-963d-82f9b2846e21","manage licensee portofolio","Handle data and files for all licensees that use the products, trademarks or services of a company under a licensing agreement."
"676807c0-348d-452e-8eab-40fb7b9e1594","test construction material samples","Randomly select samples from a batch of construction materials and test their quality visually and using a variety of tests to gauge their relevant characteristics."
"6768f208-f11e-4a07-8644-c59d5e035b76","perform minor repairs to buildings' systems","Make minor repairs and adjustment to the heating, cooling or plumbing system or other electrical systems."
"676fdcdf-c4ae-4bdd-af92-444392b06a31","dairy and edible oil products","The offered dairy products and edible oil products, their functionalities, properties and legal and regulatory requirements."
"6777c396-89fd-4e49-b53d-5ec46c449313","forecast timber production","Monitor and forecast timber production in order to identify future trends and actions in production."
"67785eab-0818-41f9-9756-a8e0a215b95b","surveying methods","Have an understanding of surveying methods, remote sensing methods and equipment."
"677d5144-4c77-4f8d-afc7-116f4bc0e660","own management skills","Propose program priorities and strategies and have the ability to organize national and/or international meetings."
"6785b54f-c1d0-4e5c-ad8c-4aa9668b15c7","drive heavy duty trucks for snow removal","Drive specialised trucks required to remove snow from various building structures and other public spaces. Follow appropriate traffic regulations in such circumstances."
"67864781-f2cf-4ded-b6c1-9c32a393dde4","inspect aircraft cleanliness","Conduct inspections to ensure the aircraft is clean; inspect whether refuse has been removed, whether the seats are arranged properly, and the cleanliness of galleys and lavatories."
"6789d5a3-34ca-4417-bb93-331319b01da3","draft tender documentation","Draft tender documentation which defines the exclusion, selection and award criteria and explains the administrative requirements of the procedure, justifies the estimated value of the contract, and specifies the terms and conditions under which tenders are to be submitted, evaluated and awarded, in line with the organisation policy and with European and national regulations."
"6789defa-dc57-42a8-b2ed-2b8c349aa3e2","determine salaries","Determine salaries for employees."
"678c18a3-861b-4967-8288-2e409d4e0ee3","assist at check-in","Help holidaymakers with their check-in and show them their accommodation."
"678c587c-540c-4093-987f-eba684d8c640","hearing aids","The types, characteristics and suppliers of hearing devices which amplify sound for the individual who is wearing it, with the aim of making speech more intelligible, and to correct impaired hearing."
"6793f4b5-ea63-4b28-ab61-1f5769c73e67","establish waste collection routes","Establish and outline the routes which would ensure efficient and fast waste collection in the designated area."
"679e221d-4e86-49af-8e91-ae8c6fe8e5ae","approve advertising campaign","Check all advertising material such as leaflets, websites, television commercials and newspaper ads to make sure they comply with the advertising strategy and customer requirements. Approve the way of distribution."
"67a118f4-8a5f-48f7-8e5f-de34b9ca2c37","hybrid model","The hybrid model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture."
"67a3e449-9bc7-4d55-bb6e-46f3c1918328","mould vinyl records","Mould vinyl records by placing plastic compounds into the press mould, starting the press cycle under which it forms a record. Place the record onto the edge trimmer, rotating the record against circular blades to trim flash the record edge."
"67b169f0-8468-4cb7-a5ae-f227fe25f13e","arrange furniture","Move and set up pieces of furniture, such as chairs and tables, in order to prepare seminars and meetings or restore the initial appearance of a room or building after an event or meeting."
"67ba7f39-1ebc-4d71-ba11-5804a1712ff3","analyse samples of food and beverages","Examine if food or beverages are safe for human consumption. Verify the right levels of key ingredients and the correctness of the label declarations and the levels of nutrients present. Ensure samples of food and beverages comply to specific standards or procedures."
"67bb7cb3-1baf-475f-9290-0f5781d09415","trim bovine hooves","Carry out the trimming of bovine hooves to maintain hoof health, welfare of the animal and productivity taking into account safe working practices for self and animal."
"67bd66ec-5935-4cd2-8bf8-f1eff5237d19","provide opportunities for animals to express natural behaviour","Be aware of the natural behaviour of animals and adapt captive environments to encourage this behaviour. This may involve changes to environments, diets, group compositions, husbandry routines etc."
"67c0bbe5-f725-470e-bc6d-9b9151e25ffa","types of boring heads","Qualities and applications of various types of boring heads, such as rough boring heads, fine boring heads and others."
"67cacb56-17df-4e4e-8039-55f659ac59a7","personality development theories","The theories of the healthy and psychopathological personality development."
"67d37d22-a013-4d79-9185-2f97820917d6","analyse blood samples","Analyse blood samples using computer-aided and manual techniques, looking for white or red blood cell abnormalities and other risk factors."
"67d81541-4dc2-44ee-af59-2c3ebb8a91e1","refractive power","Refractive power or optical power is the degree to which an optical system, such as a lens, converges or diverges light. Diverging lenses possess negative refractive power, while converging lenses possess positive refractive power."
"67d8f79c-2a02-492a-b1c5-c7e16cfd5459","dipping tank types","The various types of tanks used for coating and dipping processes, such as hydro dipping tank, paint dip tank, and others."
"67dbfc2a-3dd4-41a1-90bd-97035e7add60","stay up to date with social media","Keep up with the trends and people on social media such as Facebook, Twitter, and Instagram."
"67dd91a7-8cbf-4430-bc1c-1eefb50f5401","manage obstacle control","Handle applications for temporary structures that are likely to last less than three months."
"67df159c-735e-4784-b75b-90859ea8a170","manufacturing of small metal parts","The manufacture of metal cable, plaited bands and other articles of that typr, uninsulated or insulated cable not capable of being used as a conductor of electricity, coated or cored wire as well as barbed wire, wire fencing, grill, netting, cloth etc. Manufacture of coated electrodes for electric arc-welding, nails and pins, chain and springs (except watch springs):  as well as leaves for springs."
"67e0bffe-9045-44e6-b4dc-cd00db6c5339","inspect binding work","Check stitched, collated, bound, and unbound paper to ascertain that pages are bound in numerical or folio order according to the sample copy. Follow up consequences of possible defects such as imperfect bindings, ink spots, torn, loose or uneven pages, and loose or uncut threads."
"67e27398-fa6c-4aa1-8de8-b03792bcf1e3","genetic selection programme","The methods used to plan and carry out a genetic selection programme for selected species of fish, molluscs, crustaceans and others."
"67e9583d-621a-42bd-8381-4e85c9e0923a","interact verbally in Norwegian","Communicate orally in Norwegian."
"67f21527-ca9d-4c76-8571-3cf74e3ce979","create media plan","Determine how, where and when advertisments will be distributed in various media. Decide on consumer target group, area and marketing objectives in order to choose the media platform for advertising."
"67f3b03c-2e26-413c-ac16-e56f6fff929d","regulate gas-firing","Regulate the gas-firing on the glass sheets edges in order to avoid the slippage of the sheets from the guide wheels."
"67fb9ff8-6afd-4496-98fa-51bf0e4cd8af","oversee the presentation of vehicles in dealership","Direct and monitor the physical display of vehicles on the premises."
"68088afb-3afd-4538-8e25-377a63f09666","communicate with nursing staff","Communicate with nurses and other health professionals ensuring the delivery of quality and safe patient care."
"680c6476-6b6e-4736-960f-c5790c539f89","maintain lottery equipment","Manage lottery equipments (mechanics and electronics) and monitor selling procedures."
"680f271f-4a7e-410a-aaaf-4f42c8f48251","administer ingredients in food production","Ingredients to be added and the required amounts according to the recipe and the way those ingredients are to be administered."
"68117f21-c66a-4769-87b0-586fe17f9ab5","measure paper sheets","Use a ruler to measure and accommodate the size and sequence of paper sheets to be used. Position, adjust, and secure the paper inside the measure guides in a specified position."
"6815d124-3017-4abf-be8e-5f5082cabecb","interpret languages in live broadcasting shows","Interpret spoken information in live broadcasting outlets whether in a consecutive or simultaneous fashion for interviews, political speeches, and public announcements."
"68162174-68c3-4601-840b-5e63c2dd7481","diagnose defective engines","Diagnose engine damage or malfunctions by inspecting mechanical equipment; utilise instruments such as chassis charts, pressure gauges, and motor analysers."
"68164025-f199-480b-a61b-ebdf6ee37008","assist missionary work","Assist in the tasks fulfilled by missionaries, such as improving health care, education, spiritual guidance, literacy, social justice, and other charitable tasks, in a specific area, in order to spread spiritual messages and also to provide aid where possible."
"68174d5f-1646-42e2-b765-6a66cd1e59ae","adjust video transmissions","Adjust the fidelity, brightness, and contrast of video transmissions by using video console control panels."
"68176c77-1336-4d8e-8c9d-df6dc3a25c61","repair wood board machinery","Repair broken components or systems of machinery and equipment used to create wooden or cork boards, using hand and power tools."
"681a1f8a-4244-4e82-af36-0148b89c2863","write dialogues","Write conversations between characters."
"6823f965-fcf8-4728-a0f6-18344c5b41c1","organise facility activities","Design and promote activities to meet customer demand and generate revenue."
"6825a7dd-c2da-40fa-b745-508ff20ee293","natural areas maintenance","The methods to maintain the assets (both natural and constructed) of natural areas, including program development and implementation."
"68269b0a-35c5-4867-bc17-a0b0230fe60c","ensure finished product meet requirements","Ensure that finished products meet or exceed company specifications."
"6828d641-3703-4379-a43b-375fe8278757","advice food processing professionals","Give advice and instruct employees active in the food processing industry about the most efficient and correct methods used in the production of food and beverages."
"682fa4bb-6a54-46e9-bb82-7ccbf64ade00","wine fermentation process","Process of fermentation of wine, which involves the different steps to be followed, the time lapses in the process and the parameters of the product."
"68316932-0577-4b0b-973f-0bf28941d650","types of ammunition","Types of small weapons, such as pistols and machine guns, their functionality, various types of ammunition and position on the market."
"6833e58b-eceb-4599-9375-1b7e6ec64087","ensure information security","Ensure that the information gathered during surveillance or investigations remains in the hands of those authorised to receive and use it, and does not fall into enemy or otherwise non-authorised individuals' hands."
"68342f12-6f70-4940-95fd-2851597fad47","transfer designs on workpiece","Operate stylus and cutting tools, duplicate design or letters on a workpiece."
"6836894b-dc14-4ed2-937b-4dd9dbf81e51","operate railway freight monitoring technologies","Operate monitoring and inspection technologies that can be used to check crucial parameters of freight transportation conditions or vehicle-track systems. Identify and warn of the potential threats posed by the freight, the route, and the train."
"6836eb37-218f-4bf6-83b8-9e1a4cf590d5","set commercial strategies in vehicle showroom","Elaborate plans to increase sales of new or used cars in a local distribution of vehicles. 
 
 "
"683bc3e3-6ec1-4ad2-8d62-d0ac1fabbe76","use analytics for commercial purposes","Understand, extract and make use of patterns found in data. Use analytics to describe consistent happenings in observed samples in order to apply them to commercial plans, strategies, and corporate quests."
"684927a3-1d71-4b87-abb4-db204bb87086","film music techniques","Understand how film music can create desired effects or moods."
"684a597e-0d82-4f98-92f1-1e5888043764","contribute to the rehabilitation process","Contribute to the rehabilitation process to enhance activity, functioning and participation using a person-centered and evidence-based approach."
"685086a2-4166-47da-bed7-90423be8c99d","construct dams","Dewater a suitable area through the construction of a diversion tunnel and use earthmoving equipment to build a coffer dam. Remove rocks and rubble in order to construct a plant, which uses concrete to prevent water leakages by using waterstops."
"6850fad0-0cda-4db2-8b6f-58309dd7620c","types of hand-operated printing devices","Process of creating various types hand-operated printing devices, such as stamps, seals, embossing labels or inked pads and their applications."
"6852293b-4388-4538-9f37-328de93ff3d1","prevent theft","Anticipate on theft and robbery. Prevent goods, cash or individuals from being stolen or damaged."
"6853886b-ebc5-4b91-98af-9a4ecca803bd","types of wind turbines","The two main types of wind turbines, namely those which rotate along a horizontal or those which rotate along a vertical axis, and their subtypes. The properties and uses of each."
"6860efa0-dcf4-441f-94c0-73826fa95d33","research and development in textiles","Development of new concepts through the use of scientific and other methods of applied research."
"68698869-c13c-4563-adc7-118b7644f45d","identify customer's needs","Use appropriate questions and active listening in order to identify customer expectations, desires and requirements according to product and services."
"686a7176-712d-4b7c-8afd-6abe8346d1be","breed ducks ","Prepare a suitable environment for duck breeding. Select and prepare the appropriate habitats for specific kinds of ducks. Monitor the duck's growth and health and ensure correct feeding. Determinate when the ducks are ready for trade, consumption or other purposes."
"687010cd-3f09-45c1-b6f8-0b860c129699","oversee promotional sales prices","Ensure that sale prices and promotions are passed through the register as they should."
"687c2470-c2bb-4891-a643-6bcee71a0ac5","install sprinkler systems","Install sprinkler systems and adjust the pumps, main feeder and lateral lines, sprinkler heads, valves, PVC pipes, controls, and electronically controlled water sensors."
"68823c35-3033-45df-931c-7b01646006c8","fish, crustacean and mollusc products","The offered fish, crustacean and mollusc products, their functionalities, properties and legal and regulatory requirements."
"68828bd3-4137-4a1f-9a1c-57060418d56d","tend belt branding machine","Tend the belt branding machine by inserting the correct plate and feeding the belts to the machine."
"6882a311-b19e-438b-9cff-7eb8930d9e42","boil water","Boils water in large quantities to perform procedures of manufacturing to food products (e.g. almond blanching)."
"688e1fc3-cb58-4d56-85a0-97b84f37fb4a","operate automated stage movement control system","Operate an automated controlling system for stage movement and flying systems. Prepare and program the system including multiple synchronised movements."
"6891bbce-20bf-4afc-bd5e-75bdf54c0165","Russian","The Russian language."
"68949f17-32a2-469e-b874-2fe7ac1cef34","write technical reports related to trees","Compose written adequate reports about tree-realted issues for parties such as engineers, solicitors, or mortgage and insurance companies, for example if tree roots are causing problems to the integrity of buildings and infrastructure."
"689ab3c4-aa1d-4fc6-9725-499326c9780d","moderate a debate","Moderate a staged or unstaged discussion between two or more of people. Make sure everyone gets to voice their opinion and that they stay on topic. Ensure that the debate doesn't run out of hand and that participants are civil and polite to each other."
"68a596a2-6255-42bd-b3b1-e33a2214bef6","facilitate the bidding process","Set the starting bid for items to be auctioned, and continue to ask for more bids; stimulate buying desire of bidders."
"68a8fc55-1755-40c0-ad3c-ef6371254159","plant care products","The variety of products used to treat and invigorate plants such as fertilizers, sprayers, etc."
"68ad2716-36f4-4445-a437-ebfce0e23430","draw up marketing and sales plan","Write a a viable plan where the position of a business is described within a specific market and the marketing strategy for the following years is layed down. It should include knowledge of local, national and international markets, trade regulations and export requirements and sale or export duties and taxes. "
"68aefa78-9a8c-4d5f-879a-abcfe1cd464f","adhere to health well-being and safety","Comply with and apply the main points of health well-being and safety policy and procedures, in accordance with employer's policies. Report health and safety risks that have been identified and follow the appropriate procedures if an accident or injury should occur."
"68b51538-b056-4cb3-bb15-ab8c3e576cc9","follow up accounts receivables","Revise the accounts receivables section in the financial statements in order to breakdown the financial rights that the company has over other entities. Take actions in order to close the accounts and collect the money."
"68b6ef08-d823-489d-a95c-752ae6f6e6a7","read standard blueprints","Read and comprehend standard blueprints, machine, and process drawings."
"68ba4030-d1ea-42c4-ac39-14cd19749169","process arisings from treework operations","Prepare arisings in accordance with the specification, the site, relevant legislation and industry guidelines . Process arisings appropriate to their condition, the specification and the site requirement."
"68babd52-64d1-4904-a476-173828217fd2","examine credit ratings","Investigate and look for information on the creditworthiness of companies and corporations, provided by credit rating agencies in order to determine the likelihood of default by the debtor."
"68bb49f4-59b7-489e-8903-4aea01fb5fc3","operate boiler","Operate sealed vessels which contain fluids which are heated or vaporised, not always up to boiling, for heating or power generation, such as in utilities. Ensure safe procedures by monitoring the blower auxiliary equipment closely during operations, and identifying faults and risks."
"68c27e3e-a3f7-4f76-856a-761d65364199","self-promote","Promote yourself by joining networks and circulating promotional material such as demos, media reviews, website, or a biography. Form a promotion and management team. Propose your services to future employers or producers."
"68c5d392-22f4-4b2c-847b-d18a34c22fea","drug interaction management","The managerial activities related to patient`s interaction with the medical treatment provided."
"68d5d7e2-1e9e-4b2b-bce9-ff6c687e4f45","develop sewerage networks","Develop systems and methods of construction and installation of waste water transportation and treatment equipment, which is used to transport waste water from residences and facilities through water treatment facilities, or through other sewerage systems, to ensure proper disposal or reuse. Develop such systems with environmental and sustainability concerns in mind."
"68defa68-cb54-4d99-89ac-af6bfd71946b","examine crime scenes","Examine crime scenes upon arrival to ensure they are not tampered and perform the initial assessments and analyses of what may have occurred, as well as examining the nature of the evidence present."
"68e58c57-7a58-483f-a80c-fad4bace2b04","compute results of games","Compute amounts of players' money wins or losses; scan winning tickets to calculate the amount of money won."
"68e66ed6-a171-4350-8ec1-2cfc4cae50e4","hydraulics","The power transmission systems that use the force of flowing liquids to transmit power."
"68e73bf6-2838-4705-86f4-e4bda4ac8a6f","forecast products' demand","Collect, analyse and calculate the demand of products and services based on reports and purchasing activity of customers."
"68e8e227-b843-4f2b-8572-9cbe63aada3a","specify landscape design components","Create design components and materials which are appropriate to site, purpose and expected usage. Recommend plants and materials suitable to the scheme and within budget."
"68f6ecc0-51c8-4b08-ad90-a312c0cb07f8","promote cultural venue events","Work together with museum or any art facility staff to develop and promote its events and programme."
"68f909bf-1b0f-45f4-bbea-b5edb6747740","provide information on the effects of childbirth on sexuality","Provide information to the mother or her family on the effects of childbirth on sexual behaviour."
"690a0cce-ed94-4d20-a739-4a4d3aea9e38","conduct small vessel operation start-up procedures","Observe the working parameters of the vessel's propulsion system from start-up onward. Check the operating parameters of electric generators in the switchboard, power sources and electrical and electronic equipment and navigation lights. Verify that the operating parameters of pneumatic and hydraulic systems are within the values."
"690c2c8a-0d51-454d-92cd-50acdf61639b","determine authorship of documents","Determine the author of a document by comparing signatures and handwriting through handwriting analysis."
"691c7db6-bad8-4a09-a3c4-4bf799375a35","sustainable agricultural production principles","Principles and conditions of organic and sustainable agricultural production."
"691f970b-db3d-4658-aa07-5fc94baecd5d","negotiate publishing rights","Negotiate the sale of the publishing rights of books to translate them and adapt them into movies or other genres."
"6926e3fc-67ac-47ac-938e-4af566866ebd","liaise with film exhibitors","Liaise with film exhibitors to persuade them to show the film or series."
"69282ad4-8793-421e-a42c-636b75f32aac","add paint hardeners","Mix hardeners with the paint in order to partially or completely solidify paint."
"692ace70-7f97-4214-92bd-88f7637d8a44","physics","The natural science involving the study of matter, motion,  energy, force and related notions."
"692b9132-5b2a-4c62-8cc8-6d02ab5668a6","tunnel boring machine console","Functions of the buttons, switches, gauges and monitors on a tunnel boring machine console."
"69305232-384d-4003-8539-6ae8eb59daa1","order inventories of car care supplies","Order and store car maintenance supplies such as lubricants, filters and gases."
"693695f4-5ee1-4d35-8ea7-f18ba6a44d84","engage passers-by in conversation","Engage people in places with heavy foot traffic in conversations to get them interested in a cause or campaign, to gather funds, or to obtain support for a cause in general."
"6937f761-607c-4f9f-ab56-549e875a5deb","drain hazardous liquids","Drain substances which pose health and safety risks from equipment, appliances or installations in order to store the liquids according to safety guidelines and dispose or treat them as required."
"694dc996-52f3-4afa-a802-672e19f061b7","crowdsourcing strategy","The high level planning for managing and optimising business processes, ideas or content by gathering contributions from a big community of people, including on-line groups."
"694e1e70-3e22-4d72-a3ac-b5f92951423d","ensure compliance with electricity distribution schedule","Monitor the operations of an electrical energy distribution facility and electricity distribution systems in order to ensure that the distribution goals are met, and the electricity supply demands are met."
"694f1a0a-b6bd-453f-af6d-a833503da307","manage meteorological database","Develop and maintain meteorological databases. Add information after each new observation."
"69554db4-90aa-4b97-bd4d-3cba4b658bed","link between dance and music style","The relation of a practiced dance style with music structure and musicians."
"6957717a-84f7-4af5-9791-b3f6f5cf6084","test gas purity","Test the purity of the gas using specific testing equipment."
"695b888d-cdcf-4ba8-8425-53da04ebf063","monitor pulp quality","Ensure quality of recycled papers and pulp, reviewing stickies, plastics, colour, unbleached fibres, brightness, and dirt."
"695c3249-18e7-4435-bdb8-54a16011159d","develop documentation in accordance with legal requirements","Create professionally written content describing products, applications, components, functions or services in compliance with legal requirements and internal or external standards."
"6962058d-9808-4820-a6bc-d7cabce60cde","implement sustainable procurement","Incorporate strategic public policy goals into procurement procedures, such as green public procurement (GPP) and socially responsible public procurement (SRPP). Contribute to reducing the environmental impact of procurement, to achieving social goals and to improving value for money for the organisation and for society at large."
"6963e364-fb91-4dee-8985-5f7859ba7ad0","prepare veterinary anaesthetic equipment","Prepare and turn on all equipment required for animal anaesthesia, such as the anaesthesia machine, breathing circuit, endotracheal tube, intubation tools and anaesthetic monitors. Ensure they function and have undergone appropriate safety checks. "
"69683c43-af05-4691-bb6c-9d71bf363bd7","characteristics of precious metals","Variations of precious metals according to density, corrossion resistance, electrical conductivity, light reflectivity and quality."
"69693912-0fc4-4c07-af34-e3cb24c68f63","dermato-venereology","Dermato-venereology is a medical specialty mentioned in the EU Directive 2005/36/EC."
"6969bcc6-93f1-4afd-bad8-64ed72c9b041","check passenger tickets","Check passenger tickets and boarding passes upon entrance. Greet passengers and direct them to their seats or cabins."
"696e3b5b-8b61-45af-ae4c-3ab700f197ec","information extraction","The techniques and methods used for eliciting and extracting information from unstructured or semi-structured digital documents and sources."
"696e604d-53d2-4243-a6cb-a99663caa119","monitor social impact","Monitor the practices of organisations and companies with regard to ethics and impact on the larger community."
"6975d035-4523-4a5d-89ea-e414a473e077","sugar, chocolate and sugar confectionery products","The offered sugar, chocolate and sugar confectionery products, their functionalities, properties and legal and regulatory requirements."
"697dcc9f-ae92-4506-b5f2-e770d7589f74","utilise regular expressions","Combine characters from a specific alphabet using well defined rules to generate character strings that can be used to describe a language or a pattern."
"69803af8-7b05-403c-ae37-9d930ae58582","screw types","The various types of screws that can be manufactured, such as a cap screw, setscrew with hollow head, machine screw with oval head, machine screw with Philips head, flat-head wood screw, lag screw, self-tapping screw, and others."
"6984c5db-52b1-456b-bb5a-781ff43ee23c","risk assessment for window cleaning","Risk assessment process that takes into consideration all the risk factors, monitoring of control measures and recording assessments related to working in the window cleaning field."
"698d7dd3-1192-4f8c-9d1b-478b573b4994","provide feedback to teachers","Communicate with the teacher in order to provide them with detailed feedback on their teaching performance, class management and curriculum adherence."
"698dabf4-ee23-4398-a4a8-9dff73830eca","design campaign actions","Create oral or written operations to achieve a certain goal ."
"698dccfd-c6e9-4a39-b3bf-0715d6246e44","animate in the outdoors","Independently animate groups in the outdoors, adapting your practice to keep the group animated and motivated."
"698ff0a8-5811-4035-8064-1a96240fa190","read water meter","Interpret the measuring instruments which measure the consumption and reception of water in facilities or residences, and note down the results in a correct manner."
"69925c23-6fed-4baa-8bf3-e5aaeb6b0b54","ensure maintenance of railway machinery","Keep rolling stock in functional condition and maintain railway machinery."
"699d61dd-7e3f-40e6-87d5-2bd609055761","food products composition","Chemical and nutritional composition of food products, which enables the modification of existing products and processes and the development of new ones."
"699e7c26-6502-4e78-a823-3656ff5a5b8b","instruct others","Guide or teach others by providing relevant knowledge and support."
"69a6df31-677e-4c84-aee9-24252bdd5df0","prescribe treatments related to surgical procedures","Prescribe treatment before and after the surgery, such as sedatives, diets, antibiotics, and preparation and treatment of the patient`s operative area."
"69a8d03b-d132-4e45-a59f-d84e4ad362a1","oversee yarn characterisation","Monitor and assure the quality of the provided yarns by overseeing their characterisation and testing."
"69ab1f34-a861-49ab-96bb-1f235002d3f1","operate marine communication systems","Operate on board marine communication systems. Communicate with other ships or with on-shore control centre e.g. to send urgent messages concerning safety. Transmit or receive alerts, etc."
"69b393eb-0695-4e49-956a-b8b953338674","perform small vessel safety procedures","Implement emergency measures of health care to sick and injured on board, according to established procedures to minimise potential injuries or illnesses."
"69b8fc3e-b896-4c14-b71b-ee7819dfd111","operate LHD","Operate an LHD, a rubber tired, electric or diesel-operated piece of equipment used for cleaning roadways and hauling supplies underground."
"69bb4be4-8b8e-46a7-8834-8df5303cbe33","manufacture fabric furnishings","Fabricate and design curtains, seat coverings, carpets and other fabric furnishings by cutting and sewing fabric and other materials."
"69bbd200-b404-402d-9d1d-69bc066e22cb","prepare rehearsals","Decide on the content of a rehearsal. Immerse yourself in the choreographic material and other components of the work. Assemble the necessary technical and material resources and help to set up the rehearsal space."
"69bbd53f-fbb0-4476-b4b2-ef7844464e28","web programming","The programming paradigm that is based on combining markup (which adds context and structure to text) and other web programming code, such as AJAX, javascript and PHP, in order to carry out appropriate actions and visualise the content."
"69bece91-c806-42ad-bde4-db28c7f8fc4b","mechanical systems","Mechanical systems, including gears, engines, hydraulic and pneumatic systems. Their functions and likely defects."
"69c05210-9738-4757-8bb3-2e40f0244b56","maintenance of ammunition","Types of maintenance techniques and the impact of various types of firearms and other weapons."
"69c0689f-09dc-45a8-bc8e-4952b19f7df2","engraving technologies","The characteristics of various materials and methods used to engrave something on a surface."
"69c865d1-39d6-48ae-b33f-75a7e9cc1811","operate landscaping equipment","Operate a variety of landscaping equipment such as chain saws, line trimmers, tillers, back hoes, bobcats, bed edgers, mowers, blowers, dump trailers, tillers, sod cutters, weed eaters, plant augers, and drills."
"69cbecb1-2a77-42b6-ae0b-61507e85ddec","support veterinary diagnostic procedures","Prepare equipment and animals for veterinary diagnostic tests. Conduct or support sample collection. Preserve samples from animals for analysis and communicate the results. Provide care for the animal undergoing examination.'"
"69ce43f9-c8f9-4efb-8b8c-3c4a9ba3db88","roofing techniques","Techniques used to form the upper covering of a building according to specific materials such as ceramic tiles, wood shingles, slate, metal, concrete of plant stalks."
"69cfc5ed-6569-4aca-a4cc-fd782ba51d9c","implement ICT risk management","Develop and implement procedures for identifying, assessing, treating and mitigating ICT risks, such as hacks or data leaks, according to the company's risk strategy, procedures and policies. Analyse and manage security risks and incidents. Recommend measures to improve digital security strategy."
"69eb9999-814b-4293-8d6c-633e49f64de4","write Swedish","Compose written texts in Swedish."
"69f0167e-75d9-46cf-847f-72a592880ebb","STAF","The tool STAF is a software program to perform configuration identification, control, status accounting and audit."
"69f23426-9279-4fe6-a283-24c2aa4c855d","ensure equipment availability","Ensure that the necessary equipment is provided, ready and available for use before start of procedures."
"69f36674-440a-4fa0-89f9-1b70172ebb9d","advise on communication strategies","Provide companies and organisations with consulting services concerning their internal and external communication plans and their representation, including their presence online. Recommend improvements in communication and make sure that important information reaches all employees and that their questions are answered."
"69fe6624-bc7f-412e-ad6d-35c7b0df842e","instrument performance elements","Elements that indicate or influence instrument performance. A first indication of the performance of the instrument is the accuracy or precision of the instrument, such as its response time, resolution, and range. A second indication of performance is the technical performance of the instrument, such as its power level, the electromagnetic interference, and transient voltages. A third indication of performance are environmental factors that can influence instrument performance, such as humidity, operating temperatures, or dust."
"6a018f47-e8eb-484c-9750-9ee304329876","undertake procedures to meet requirements for flying aircraft heavier than 5,700 kg","Ensure that operation certificates are valid, validate that take-off mass is a minimum of 5,700 kg, verify that the minimum crew is adequate according to flight needs and regulations, ensure that the configuration settings are correct, and check if the engines are suitable for the flight."
"6a025696-1aae-4904-9bf3-342dadb634a9","monitor art scene developments","Monitor artistic events, trends, and other developments. Read recent art publications in order to develop ideas and to keep in touch with relevant art world activities."
"6a04e6da-93e2-40cb-b4ee-d42864cce6fa","logopaedics","The theories and methods related to the voice, speech, language and articulation disorders for children and adults, whether congenital or related to accidents or illness."
