qId,Job,metadata,Edu_essential,Edu_optional,AgeMin,AgeMax,City,Competence_essential,Competence_optional,Knowledge_essential,Knowledge_optional,Language_essential,Language_optional,Experience_essential,Experience_optional
61,user interface developer,"{'group': '2512', 'uri_comp_ess': ['85c11255-469f-41bd-a6d1-382bc4a87783', 'fc4fcb4b-993f-4f2c-b158-c2171ec18ed8'], 'uri_comp_opt': ['172020d1-e151-445b-8173-e2a5fb16fe51', '0af062de-eb43-41e9-9b96-249e2cd22d26', '901105f8-3a08-453e-b1dc-23619e317fd3'], 'uri_know_ess': ['1019423b-3368-4f83-b24f-19e5fa23e816', '925463a7-d51f-4d5b-9f79-4d28cf30acde', '21d2f96d-35f7-4e3f-9745-c533d2dd6e97'], 'uri_know_opt': ['3cd569a2-4f88-4c1e-9995-8dce8c5e51a7']}",Degree,Bachelor-D.,21,31,Todi,"['interpret technical texts', 'draw design sketches']","['utilise computer-aided software engineering tools', 'use mark-up languages', 'create flowchart diagram']","['software UI design patterns', 'integrated development environment software', 'LabVIEW']",['JavaScript'],"[('French', 'A1')]",[],5,True
62,electronic and telecommunications equipment and parts distribution manager,"{'group': '1324', 'uri_comp_ess': ['1dd23dba-dd00-45ab-abf4-642902538317', '4bdbd6db-7d75-40e7-b40e-5718e2982dfb'], 'uri_comp_opt': [], 'uri_know_ess': ['f929c89e-c363-4132-a918-e021d57b307c', 'c77ac399-de03-4136-9531-023c453006be', 'a16e3fc6-c77d-46e3-aa18-c691fed47fd1', '49fed129-e32b-4f67-b80a-609d79e45b20'], 'uri_know_opt': []}",Degree,-,18,30,Bagnolo Mella,"['perform risk analysis', 'perform financial risk management in international trade']",[],"['supply chain management', 'hazardous freight regulations', 'freight transport methods', 'electronic and telecommunication equipment']",[],"[('Russian', 'A1'), ('Italian', 'Null')]",[],2,True
63,smart home installer ,"{'group': '7421', 'uri_comp_ess': ['6f8d750e-aba4-459c-b4d7-220bddff9f58', 'c3d1ada5-1d97-4a23-be2a-9ff39296775b', '2179e0fd-7431-41a3-bbf4-76451c615ce2'], 'uri_comp_opt': ['dad18fbb-7053-46ed-8a7e-817a10b26ab8'], 'uri_know_ess': ['79a5bc25-5b59-47bc-a4c2-fb8e8cb1ddf6', '70a7b3b3-31ef-4b29-a30f-bb7299dff39b', 'a031363f-f190-4449-96ee-4b347b077324', '6709e92c-7546-46a4-aa57-5e951bd4cb0f'], 'uri_know_opt': ['829d1376-41bf-4c41-9bc3-62dce647677c']}",Master-D.,PhD,24,41,Trani,"['install lights', 'install electric switches', 'electrical supply inspecting']",['setting up home alarm systems'],"['smart grids systems', 'kinds of sensor', 'electrical household appliances stock', 'building automation']",['artificial lighting systems'],"[('Italian', 'A2'), ('French', 'C1')]",[],-,False
64,waste management supervisor,"{'group': '3122', 'uri_comp_ess': ['9601b2a8-68e4-4906-9306-a23679b8f0b0', '6793f4b5-ea63-4b28-ab61-1f5769c73e67', '27273605-2400-4392-a6d6-cc8161a2d445'], 'uri_comp_opt': ['cd5efa8c-e44d-4cbc-91c6-796018dbed68', '632a96bc-498c-48ea-a83f-fdc42d811a51', 'dc07021c-7528-4351-809a-1525904466ba'], 'uri_know_ess': ['40f65a56-ccbe-4601-9f32-1cc6cdd24f28', '2dbdd054-896a-4167-8f11-e9b9ebcf199d'], 'uri_know_opt': ['7111b95d-0ce3-441a-9d92-4c75d05c4388']}",Master-D.,PhD,24,34,Marino,"['supervise staff', 'establish waste collection routes', 'ensure compliance with waste legislative regulations']","['perform project management', 'follow nuclear plant safety precautions', 'ensure compliance with radiation protection regulations']","['waste management', 'health, safety and hygiene legislation']",['project management'],"[('Italian', 'C1'), ('Chinese', 'C1')]","[('Spanish', 'Null')]",1,True
65,insurance clerk,"{'group': '4312', 'uri_comp_ess': ['918f5211-b99f-4b29-9a34-6e475583ef55', '71dde84c-0058-4c52-a556-523369333db8', 'e92f4673-1dec-41ec-b6ec-36fef226359c', '54d68400-9da3-4077-a7ee-52e68b390ef6'], 'uri_comp_opt': [], 'uri_know_ess': ['cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'debef2fc-7af4-4bff-ac92-4d0317915a84'], 'uri_know_opt': ['d669af41-756c-48d9-a286-1443253f54b1', 'fcd02121-ae3e-4d20-92ee-e2e368658a45', '15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7']}",Master-D.,-,29,49,Castel di Casio,"['write work-related reports', 'use office systems', 'provide budgeting information', 'follow written instructions']",[],"['office software', 'electronic communicating']","['tax legislation', 'insurance markets', 'insurance law']","[('English', 'A2'), ('Arabic', 'Null')]",[],2,False
66,educational psychologist,"{'group': '2634', 'uri_comp_ess': ['7bdcdadb-146c-475f-8cff-921c6fd5f858', '14dc991f-1b21-413d-86a3-499e6676abb9'], 'uri_comp_opt': ['11f536f5-b0e2-46a6-95c1-bd765946604c'], 'uri_know_ess': ['bfe4f330-d595-48c7-ab3c-f309471d6953', '868fc91a-f988-48e2-81e5-33e1b3de0ac2', '8e261d1c-12c0-498e-bfc2-ec0c16496c68'], 'uri_know_opt': []}",Less-than-degree,-,17,34,Padova,"['test for behavioural patterns', ""consult student's support system""]","[""guarantee students' safety""]","['psychology', 'developmental psychology', 'crisis intervention']",[],"[('French', 'C2')]",[],-,False
67,production engineering technician,"{'group': '3115', 'uri_comp_ess': ['65a3a184-7d11-4db9-9b85-281961d1514b', '94b2c46e-6338-4a1d-950a-d44eef018c53'], 'uri_comp_opt': ['b34e2ba1-9080-48c9-9b42-ee9192a4d3f1', 'f30a7ea4-77dd-452c-8a2d-b06c12606a7f'], 'uri_know_ess': ['12c7b323-d870-4f5b-9d7d-d9f525206d77', '72a74f69-5cf1-43c5-99b9-62a444578919', '209a5498-3449-4689-8ed9-bd08cab4fd78', '82313e12-9d39-47d1-b7c9-78bbd6bb50e2'], 'uri_know_opt': ['efa141df-f382-418f-9121-bd88fd735669', '4339176e-3acd-4f7f-a5d9-445bee3d23f2', 'a2b5dcf3-5b6a-453d-876c-cff540c0faf1']}",Master-D.,-,29,43,Torino,"['carry out routine machinery checks', 'cooperate with servicing operatives']","['operate CAD software', 'handle bonding and welding equipment']","['production process', 'engineering processes', 'engineering principles', 'CAE software']","['mechanics', 'mathematics', 'CAD software']","[('French', 'A2')]","[('English', 'Null')]",2,False
68,air traffic manager,"{'group': '1324', 'uri_comp_ess': ['0b449eb1-d082-4e62-95d7-5cf59bdf2097', 'a79bd9e9-aec7-41d5-b885-16349995bfab', '1dd23dba-dd00-45ab-abf4-642902538317', 'f6f66b89-248b-438c-a3ce-196edcb3397c'], 'uri_comp_opt': ['524106a8-b343-45f6-b4ce-58e8d3cf1093', 'a7fbcdfa-23af-49ba-a7b1-3d5d69078f3e'], 'uri_know_ess': ['0db1a833-e4b7-4cae-9c6f-ddcdd4326e85', 'd5b63f98-28ce-4cbb-b075-6ac539a685b0', 'b4478c05-1587-45c5-a56f-386cf23916ad', '34330a42-eeb0-44c3-a41e-670e9b20c7c7'], 'uri_know_opt': []}",Degree,-,23,32,Forlimpopoli,"['use modern electronic navigational aids', 'train staff in navigational requirements', 'perform risk analysis', 'manage air navigation services']","['work in an aviation team', 'ensure compliance with airport standards and regulations']","['operations in geographic regions', 'common aviation safety regulations', 'navigation by celestial bodies', 'air traffic management']",[],"[('English', 'A2'), ('Chinese', 'Null')]",[],1,True
69,electrical mechanic,"{'group': '7412', 'uri_comp_ess': ['baf501a8-f0fe-4ad7-9b69-8e920fa1a87b', '1de6b87b-2c7d-49aa-bcc0-3b2ef75f064f', '3aec9466-bb91-478d-aa07-63af2e74b2bd'], 'uri_comp_opt': ['af1c7b89-679b-4fae-b67c-ed05c669719c', 'f30a7ea4-77dd-452c-8a2d-b06c12606a7f', '61368732-eb1c-47e0-8e33-20c8c8f5e70a'], 'uri_know_ess': ['6c6daac0-80f5-431f-a33f-c5b722094657', '95c35c3a-035f-47c2-90cf-7e934d20fc08', '2bbdea06-a265-42b5-bb4f-7241b661f069'], 'uri_know_opt': ['c8bd9f9f-0ec6-447a-ab78-ad6eeeed9aa8', 'f4a6e9f7-5cff-46c0-894c-59c20bb78694']}",Master-D.,-,25,38,Malcesine,"['testing of electronic units', 'resolve equipment malfunctions', 'fit mechanised equipment']","['repair wiring', 'handle bonding and welding equipment', 'make electrical calculations']","['super capacitors', 'functioning of electronics', 'electromechanics']","['electrical testing methods', 'control systems']","[('Russian', 'C2')]","[('English', 'Null')]",1,False
70,verger,"{'group': '5153', 'uri_comp_ess': ['87cadd76-4e3a-47e5-b66d-559fbc1e8993', 'fd32742d-25bb-4ff2-8d90-513f76b31b51'], 'uri_comp_opt': ['f98159cb-935a-4a20-97d0-68e2e3e60765'], 'uri_know_ess': ['880c54f9-866e-4f37-b5fa-25ef8a7d49b6', 'd8cde71e-6b3f-4c30-9b97-e4cdaaf32dee'], 'uri_know_opt': ['74688c5d-2af1-4f7a-9d1c-00e808eaa1e6']}",Less-than-degree,Degree,16,36,Sant'Arpino,"['respond to enquiries', 'prepare religious services']",['perceive installation maintenance'],"['accounting techniques', 'Bible verses']",['budgetary principles'],"[('French', 'C2')]",[],1,False
71,debarker operator,"{'group': '8172', 'uri_comp_ess': ['6e58897f-84ec-4371-a2ff-10691ca0b9c3', '17ef492d-0667-4741-99db-bcb1b17159aa', '650899a1-87c4-45f6-8042-e909ce17ec40'], 'uri_comp_opt': ['910becaf-d07b-455a-a363-0bf9430afb51'], 'uri_know_ess': ['bb933bf6-e9a6-4dd8-8c88-0d8bacae30a5', '8d4271ca-c9fd-40b3-875f-15f78332a49e'], 'uri_know_opt': []}",Degree,-,20,27,Bra,"['transfer logs', 'check logs', 'manage logs transfer']",['cleaning equipment'],"['wood cuts', 'quality standards']",[],"[('English', 'A1')]",[],1,True
72,cooper,"{'group': '7522', 'uri_comp_ess': ['88ea614f-7e96-48fd-bf0b-96bf00bdb098', '0329ab41-3212-4e4f-8112-9e9ff5217f7b', '8182e1fc-3933-4c4a-83bf-f77478a29949'], 'uri_comp_opt': ['b0279338-ddfa-473d-b961-fa51b1185612', 'f1d147b0-0de2-462a-8088-8d43c6f621fb'], 'uri_know_ess': ['1536a96f-9dab-4386-85e7-29f2a2edef9e', 'bb933bf6-e9a6-4dd8-8c88-0d8bacae30a5', 'cf2005ee-c788-4283-81d9-b443dfdf2c2e'], 'uri_know_opt': ['de772347-b6f7-425e-8b1c-88a4f41f5ba9']}",Degree,Bachelor-D.,23,37,Opera,"['sand a wood', 'bend staves', 'adjust cut sizes']","['recognise signs of corrosion', 'upkeep barrels']","['lumber moisture content', 'wood measurements', 'types of wood']",['metalworking tools'],"[('Italian', 'Null'), ('English', 'A1')]",[],2,False
73,vessel steering instructor,"{'group': '5165', 'uri_comp_ess': ['3cd304db-9df0-4f22-9759-9ed86155876c', 'b9bb1f03-15e2-4079-943e-7e483b21725b'], 'uri_comp_opt': [], 'uri_know_ess': ['849d8ce0-d362-4e39-943b-9d1150cdf3a7', 'b123b346-f98a-4d57-8409-4f7ce622d14e', '748d926e-0662-4c0d-b61d-78949c513a64', '74ad37e3-325b-4ccd-ab2a-04f7696750e8'], 'uri_know_opt': ['40d243e3-436d-4acc-9481-5d3acaf07665']}",Less-than-degree,-,20,39,Collio,"[""express consideration for student's situation"", 'give constructive feedback']",[],"['vessel stability principles', 'vessel safety equipment', 'electrical system of vessels', 'health and safety measures in transportation']",['vessel fuels'],"[('Italian', 'Null'), ('English', 'A1')]","[('Chinese', 'Null')]",-,False
74,computer vision engineer,"{'group': '2511', 'uri_comp_ess': ['c544a9f3-5945-4b54-afed-de0697852817', 'a80fb090-63f4-4b05-83a5-2f090deb7757', '713fb616-118e-40bc-9366-4a69879a49d5', '797a4416-0b8d-44f3-8fcd-eb10bd0be6b4'], 'uri_comp_opt': ['4216e465-7baa-4884-a241-54b197bb9278'], 'uri_know_ess': ['e465a154-93f7-4973-9ce1-31659fe16dd2', '21d2f96d-35f7-4e3f-9745-c533d2dd6e97', 'ccd0a1d9-afda-43d9-b901-96344886e14d'], 'uri_know_opt': ['9cf681c7-89ec-470c-b651-7fe03786f586', 'ecc4552a-92c5-4222-b18d-faf5ac841080']}",Master-D.,-,29,38,Lendinara,"['use data reporting', 'manage data collection systems', 'implement data quality processes', 'develop software mockup']",['perform data mining'],"['principles of artificial intelligence', 'KnockoutJS', 'Python']","['Concept-Oriented', 'deep learning']","[('Italian', 'Null')]",[],1,True
75,corporate lawyer,"{'group': '2611', 'uri_comp_ess': ['414332e4-8347-4771-b947-65bd3801a620', 'bf5d77ad-e18c-48d8-83f0-bc79c011c74a', 'eaece6b2-97f1-49df-b6b9-1691fb3bf797'], 'uri_comp_opt': ['0295b2a4-fb86-495f-9547-d479532fc4c2', '59a8086b-59b3-4e88-9341-21d7fb693b89'], 'uri_know_ess': ['c7e686a1-d03e-4641-a229-68247fdc5887', 'a8585efe-4011-47b2-9aed-cd01bd3652c0', 'db10b60e-efd2-4ba9-a873-d1e2ec37620f'], 'uri_know_opt': ['c7b26d6a-f1f3-45e9-ab8d-959c9ad16720', '243ffeb4-3395-4e39-9cf0-695be5b142aa']}",Master-D.,PhD,26,38,Arosio,"['use consulting techniques', 'develop professional network', 'investigate enforceability']","['trace financial transaction', 'moderate in negotiations']","['judicial phraseology', 'legal research', 'court operations']","['public auction measures', 'private shipping law']","[('Spanish', 'A2')]",[],-,False
76,wood fuel pelletiser,"{'group': '8172', 'uri_comp_ess': ['4c831013-9027-4ec6-83de-c5c19e68d083', '6122d586-5978-431f-8e7a-96e61fc1f3fc', '7aa52bdc-9c56-4341-be65-e8e30f64403f'], 'uri_comp_opt': [], 'uri_know_ess': ['1536a96f-9dab-4386-85e7-29f2a2edef9e', '37b99c6b-9aed-4654-a933-8226e998d362'], 'uri_know_opt': []}",Bachelor-D.,-,25,30,Latina,"['work safely with machines', 'wear appropriate protective gear', 'monitor automated machines']",[],"['wood moisture content', 'pellet standards']",[],"[('English', 'C1')]",[],1,False
77,cellar operator,"{'group': '8160', 'uri_comp_ess': ['a1a032e1-4b7a-4603-8516-43d83707ffac', 'f4751ef2-75fb-4c3b-9827-143895ee6218', 'aa238394-8126-4ada-be2f-9dfe065cf314'], 'uri_comp_opt': ['96df82ef-8a48-4021-9184-e2f873af3056', 'dacaebb5-5d85-4f3e-9adb-7c82b4f53189', '25e16679-a7d0-464d-916c-63210001bbab'], 'uri_know_ess': ['f3c3e51d-f4dc-49a8-8725-2a2d3160446e', 'fc9ebe74-22e8-49c9-8402-59afdabd3321'], 'uri_know_opt': ['2dbdd054-896a-4167-8f11-e9b9ebcf199d', 'd560f55d-9718-48ba-90a6-5c759b39438c']}",Less-than-degree,-,18,29,Portogruaro,"['set up machine control', 'inspect production samples', 'adhere to organisational guidelines']","['manage carbonation levels', 'recycle food waste', 'act reliably']","['processes of foods and beverages manufacturing', 'ingredients for beer production']","['health, safety and hygiene legislation', 'fermentation measures of beverages']","[('Italian', 'C2')]","[('English', 'Null')]",-,False
78,bacteriology technician,"{'group': '3141', 'uri_comp_ess': ['941364b9-1375-4add-9889-d67bae99bc8c', '82fadde2-45cc-4734-bace-dadafdeaa41f', '6b29b77f-7265-4dae-8309-78077f99ab60'], 'uri_comp_opt': ['ff9ed77c-f19c-41d8-8b11-a382c6819e8d', '2fd5cac8-b23f-46fe-b186-8836df388fda'], 'uri_know_ess': ['8f2a4d74-b16f-4023-8fc1-b8dc8b21ffb9', '8259c2c0-2749-41e2-a4a8-4a64a76eab37'], 'uri_know_opt': ['641bc86f-42ca-44e9-af8b-4f9e1f284e41', '8ba9a58f-a491-4a23-9325-85f3b171aa53', 'ed8dbdd1-5b40-4eaf-adaf-3b1f6d16a37b']}",Master-D.,-,29,44,Riva del Garda,"['technical reports composition', 'calibrate laboratory equipment', 'assist in production of laboratory documentation']","['preserve samples', 'assist in clinical trials']","['molecular biology', 'laboratory techniques']","['virology', 'study of the immune system', 'hazardous waste storage']","[('Italian', 'C2')]",[],2,False
79,substance misuse worker,"{'group': '2635', 'uri_comp_ess': ['28ca2f0b-9fb2-487a-9f10-9688e5191ec4', '3aa7e88e-bebd-48b1-94ba-6efddeecf08f', '72cde4b2-b2ee-41b2-a72f-ab3a970c0b8f', '6b85a3ef-4518-42e1-84ff-55ff13c2641f'], 'uri_comp_opt': [], 'uri_know_ess': ['0d9c959a-cdd4-41f7-aa82-5e2e25b27e3f', 'f75b740c-b36c-495e-bc67-efe347bbc6b5', '9ccecb58-e720-4465-b309-46e362ca6f75'], 'uri_know_opt': []}",Less-than-degree,-,19,38,Porto Recanati,"['work within communities', 'protect vulnerable social service users', 'make legislation transparent for users of social services', 'advocate for social service users']",[],"['social work theory', 'company policies', 'adolescent psychological development']",[],"[('Italian', 'C1'), ('English', 'C2')]",[],2,True
80,music teacher secondary school,"{'group': '2330', 'uri_comp_ess': ['20f57a7f-b90e-4403-8c77-5ddd89b5835b', '8f8a8803-dc72-4488-9991-7c7d373e01fa', 'd5e1e30e-44ab-4aba-abab-b8263e801b7a'], 'uri_comp_opt': [], 'uri_know_ess': ['9cdec88a-fe17-4f9a-9247-1f1802ab7408', 'd11e4683-d2fe-45fd-bb1a-e995f7877851', '52eb7ab6-269f-4f44-a21d-b0c705eaf857'], 'uri_know_opt': ['731101d9-94bc-4805-bff4-9578d1bf03b5', '4455aa7d-78ed-43e4-ab7e-afb48b35cc09']}",Master-D.,PhD,26,43,Venezia,"['prepare lesson content', 'perform using musical instruments', 'coach students']",[],"['post-secondary procedure', 'musical theory', 'musical genres']","['learning delays', 'adolescent socialisation behaviour']","[('English', 'Null')]","[('German', 'Null')]",1,False
81,computer-aided design operator,"{'group': '3118', 'uri_comp_ess': ['7d10fcb2-b368-48ab-996b-7c9fafcf68ed', '7a757fa5-9a6f-43ab-9e66-f8f4dba1ffcb', '2c28fc20-8a60-4311-8899-5ef8729c05b3'], 'uri_comp_opt': ['03b9b491-fc9b-4868-914a-bf7cd47b5041', '94b2c46e-6338-4a1d-950a-d44eef018c53', '63e21f22-0aa9-4337-87e4-46e8008f1524'], 'uri_know_ess': ['21d2f96d-35f7-4e3f-9745-c533d2dd6e97', '0de61385-de6d-4146-ba32-1cc1bc102220', '3cd569a2-4f88-4c1e-9995-8dce8c5e51a7', '000f1d3d-220f-4789-9c0a-cc742521fb02'], 'uri_know_opt': []}",Master-D.,-,27,32,Verona,"['use automatic programming', 'use CAM software', 'design process']","['create solutions to problems', 'collude with engineers', 'adapt to new design materials']","['Io', 'Lisp', 'Escript', 'Haskell']",[],"[('French', 'A2')]",[],3,True
82,motor vehicle parts assembler,"{'group': '8211', 'uri_comp_ess': ['5bf7f85a-b080-4b27-8ddc-9f62af4643f5', '334e3e49-fb02-4051-809a-f06adfdc1c40', 'b07daddc-8625-4360-946e-ad2b0e56ebf6', 'dcc96a49-0bac-4a9c-8f8e-a32b4e47e6eb'], 'uri_comp_opt': ['c7194910-5738-45e9-9932-22dbe2293a0c'], 'uri_know_ess': ['efa141df-f382-418f-9121-bd88fd735669', '95c35c3a-035f-47c2-90cf-7e934d20fc08', 'c8ac1986-38fa-43b2-89dc-50a4beeb420e'], 'uri_know_opt': ['c69fe106-693e-4633-8c80-9734e52700b1']}",Less-than-degree,Degree,18,31,L'Aquila,"['use power tools', 'troubleshooting', 'read engineering drawings', 'apply health and safety standards']",['send damaged equipment back to'],"['mechanics', 'aspects of electronics', 'electricity']",['defense system'],"[('Spanish', 'C2'), ('Albanian', 'B2')]","[('Italian', 'Null')]",2,False
83,toilet attendant,"{'group': '9112', 'uri_comp_ess': ['cc948c21-aa71-47c5-8df6-c5d0deb99eb2', '00ec5333-e570-477b-9017-2e95fea0150a', '58a15a33-2b41-4a7e-bb8a-777328b5d82a'], 'uri_comp_opt': [], 'uri_know_ess': ['66ea3249-a079-45ad-b4f2-e6a79b59f10f', '09dea77e-870c-49eb-9a97-1398bee57bd0'], 'uri_know_opt': []}",Less-than-degree,-,21,30,Adro,"['manage routine waste', 'maintain inventory of supplies for cleaning', 'clean toilet facilities']",[],"['personal protective equipment', 'health and safety measures for cleaning industry']",[],"[('Italian', 'C1'), ('French', 'Null')]","[('English', 'Null')]",-,False
84,office manager,"{'group': '3341', 'uri_comp_ess': ['415abd43-e8e5-4643-b5da-5f11307af57a', 'ab986bc4-df92-4351-9ac1-aa75af943cf7', '1dea2f3a-857c-4fc3-b1f8-d5f2015c46a9', '9d59f4e5-20a5-428e-b8b3-645043500457'], 'uri_comp_opt': ['e54ff029-1ce9-447d-a5b2-eb7283a23e6e', '0da516ee-e70e-4384-be13-f5ff80be8127'], 'uri_know_ess': ['cf310cff-0d28-4dbc-9dbb-cc500a3196c2', '7d35602d-bc94-4975-aa7c-f4e8e05ce8e0'], 'uri_know_opt': ['3dfa5c1e-a2cc-4c09-9e60-d21b28072c37', '5c606d18-6404-4047-b235-350f18e11827']}",Degree,Bachelor-D.,20,26,Mulazzo,"['use different communication channels', 'perform clerical duties', 'give instructions to staff', 'create a work atmosphere of continuous improvement']","['train employees', 'communicate with customers']","['office software', 'cost management']","['trade union regulations', 'contract law']","[('Italian', 'Null'), ('French', 'C2')]",[],3,False
85,pulp grader,"{'group': '7543', 'uri_comp_ess': ['99fc129e-360c-4174-9553-5c666a64a395', 'cd4b9e72-a18d-44bd-b227-14bbdd162dc1', '42c25baf-ccb3-47d9-a872-bb2ceb615538', 'bbd57056-80e0-45bb-a2c1-658ed99a1251'], 'uri_comp_opt': [], 'uri_know_ess': ['7dcda7b8-afa9-4504-b7d9-95a51e8ee96d', 'c7cc6dc5-d56b-4323-8e5c-47c4022f615f'], 'uri_know_opt': []}",Master-D.,PhD,26,45,Brindisi,"['prepare scientific reports', 'prepare samples for testing', 'handle calibrated analytical instruments', 'conduct performance tests']",[],"['types of paper', 'quality assurance arrangements']",[],"[('Spanish', 'Null'), ('English', 'C1')]","[('Italian', 'Null')]",-,False
86,special educational needs teacher,"{'group': '2352', 'uri_comp_ess': ['f5dc20ae-8b2f-4c9b-b4fa-e9e8c81dbcf4', 'bcb02777-45be-4166-9448-74a15b6f8136', 'e3ef4981-2cba-4b34-b273-728c3a33d04f'], 'uri_comp_opt': ['c8fa4313-80b0-4f37-8b1b-1739707bc362', '860e85ee-5992-445a-b3d3-9bab524f7600', '1be68ecc-7263-4118-8ca5-254e444f3bc0'], 'uri_know_ess': ['ef1e63c9-f8c1-46ad-8c74-3cea311c9377', 'edff6d20-660d-4d33-b412-9a5b664a14be'], 'uri_know_opt': []}",Degree,-,18,23,Torino,"['encourage students to acknowledge their achievements', 'assist children with special needs in education settings', 'apply intercultural teaching strategies']","['teach digital literacy', 'manage resources for educational purposes', 'consult students on learning content']","['special needs education', 'curriculum objectives']",[],"[('Italian', 'A2'), ('German', 'A2')]",[],2,False
87,tax compliance officer,"{'group': '3352', 'uri_comp_ess': ['f7e7ccb6-fadc-4c35-935d-e1040be40dfe', 'f70b5f39-b8b6-407b-8c08-64fd65db79e9', 'c135fe47-dbc1-4acc-a7ac-5818a29e74f1', '36570124-e778-4213-862e-c4059eb5c224'], 'uri_comp_opt': ['3379edec-4d25-4135-83c1-2bf47b2fb52e', '2ada2f9d-77f7-4ba0-9096-89ae285a65c5'], 'uri_know_ess': ['d669af41-756c-48d9-a286-1443253f54b1', '415f816c-07ae-4ac1-9ddb-ecaa9957a249', '91003b4a-f2aa-4472-a9c1-4597abb518f2', '5c2a951c-9eb3-45a7-af45-39f3bf3a095d'], 'uri_know_opt': ['541cdc23-1eec-4520-81fc-3392eaf538ed']}",Degree,-,23,39,Prato,"['handle financial transactions', 'handle financial disputes', 'assess seizable goods', ""assess debtor's financial situation""]","['research taxation procedures', 'monitor financial accounts']","['tax legislation', 'regulation imposition', 'bankruptcy regulations', 'debt classification']",['fraudulent activity identification'],"[('Romanian', 'A2'), ('Italian', 'Null')]",[],1,False
88,surgical instrument maker,"{'group': '7311', 'uri_comp_ess': ['560db5a6-cd42-4d8f-a5ed-69308e5ce011', 'e4a9ec84-4eb3-494b-8a70-0fcf0d687f03', '26071360-b2b1-4089-9c73-b51792b29ed5'], 'uri_comp_opt': ['b761de43-013f-42cf-89db-f307b05cd2e9'], 'uri_know_ess': ['066ea964-3f3b-42f2-b6a6-38d0726dbcc1', 'ebd90bfe-ab0f-4155-a77c-3de9267b27a1', 'a2960e14-6ea5-451f-9d70-6bb10bbf1d4c'], 'uri_know_opt': ['4ddd2c3e-db95-4299-bbc6-f206820ef4c2', '31c64efe-8ff9-4b10-bddc-eca2ad70860a']}",Degree,Bachelor-D.,23,41,Torino,"['oversee metalworking smoothing machine', 'tend lathe', 'organising of steel and metal parts']",['mend medical devices'],"['surgical instruments', 'metal smoothing technologies', 'cooled fabricating process']","['medical devices materials', 'electroplating mechanisms']","[('French', 'Null')]","[('Italian', 'Null')]",1,False
89,autonomous driving specialist,"{'group': '2149', 'uri_comp_ess': ['6e34b68e-0d61-49f2-bc4d-571c0326d857', '81a2db2c-7e55-44d0-9cd9-74c25147d7cd'], 'uri_comp_opt': ['8cc75c06-23da-421a-95a5-d504441ee356', 'd560df46-dda4-4407-bab2-b87353a96814'], 'uri_know_ess': ['509ff122-3546-40a7-ae02-3ee7395b3a76', 'f4a6e9f7-5cff-46c0-894c-59c20bb78694', '5608d5a0-6d5e-43b7-be37-616501729bb4'], 'uri_know_opt': ['6468e5fb-f3be-4025-87be-4b6556755c61', '1acc3692-efa7-47d0-9deb-062e60b2208f', 'd15e92c4-c8dc-48cd-a1f6-94fe13347f87']}",Master-D.,PhD,25,30,Trani,"['test sensors', 'analyse test data']","['identify electronic signals', 'design control systems']","['road transport legislation', 'automation technology', 'artificial neural networks']","['programmable logic controller', 'new vehicles on the market', 'electrical wiring plans']","[('Spanish', 'Null'), ('Chinese', 'B1')]",[],3,True
90,education inspector,"{'group': '2351', 'uri_comp_ess': ['9fa68ebb-8522-4ade-85c8-4500f525871b', '6c81f922-0078-4796-b4bf-bdfd10276efb', '43d1d56b-ce62-4fe8-8f18-35d92ec73023'], 'uri_comp_opt': [], 'uri_know_ess': ['a117f32c-662b-4dd9-b739-1230dd04cb60', '264c14a5-d025-4916-a378-0a85f16adb3f'], 'uri_know_opt': ['ef1e63c9-f8c1-46ad-8c74-3cea311c9377', '7fc4c18a-68f3-425a-aadf-f83633be47a1']}",Degree,-,20,31,Rovato,"['view training activities', 'investigate educational institutions', 'identifying undetected organisational needs']",[],"['paedagogy', 'curriculum standards']","['teaching methods for special needs students', 'learning technologies']","[('Spanish', 'B2')]",[],1,True
91,furniture restorer,"{'group': '7522', 'uri_comp_ess': ['f2f9934c-b462-43e1-9172-432cf1904c8c', '350e0620-569f-48d7-a6fd-56622936923c', 'c3c3b550-f95e-4f1c-bdf3-ad1465e7b2ab', '5df6be8c-c4ff-4bef-b744-3d502e5e5330'], 'uri_comp_opt': [], 'uri_know_ess': ['cf2005ee-c788-4283-81d9-b443dfdf2c2e', '59ea80e1-463a-4dba-82c6-d0b6d577d532', '397c14d5-42e0-4c85-8376-4c70b5a90bcf', '6c6f0d6e-1f31-4413-b2ee-dabe135b29a7'], 'uri_know_opt': []}",Bachelor-D.,Master-D.,22,37,Talamona,"['work wood sawing equipment', 'evaluate restoration procedures', 'create wood joints', 'machine planing']",[],"['kinds of wood', 'technical drawings', 'conservation techniques', 'art history']",[],"[('Italian', 'Null')]","[('French', 'Null')]",2,False
